id,tweet,cleanTweets
2432,Favre's 'scary' memory lapses re-open NFL concussion questions http://nbcnews.to/1gNY60o,favres scary memory lapses re open nfl concussion questions
2433,North Dakota Catholics warned of possible hepatitis exposure from bishop during communion http://nbcnews.to/1aKyUPF,north dakota catholics warned of possible hepatitis exposure from bishop during communion
2434,Tweeting bra exposed: Genuine support or publicity lift? http://nbcnews.to/1gNQScA,tweeting bra exposed genuine suppoor publicity lift
2435,"A kidney for $10,000? Paying donors actually pays off, new study finds http://nbcnews.to/1aJRirW",a kidney for money paying donors actually pays off nestudy finds
2436,Opinion: Why selling kidneys still won't work http://nbcnews.to/1gMMU40,opinion why selling kidneys still will not work
2437,FDA proposes strict new  safety rules for animal food http://nbcnews.to/1gNN3nV,fda proposes strict nesafety rules for animal food
2438,"http://Healthcare.gov will work smoothly by end of November, government pledges http://nbcnews.to/1aJRqYn",will work smoothly by end of november government pledges
2439,FDA approves more powerful painkiller http://nbcnews.to/1aJYFQ4,fda approves more powerful painkiller
2440,Favre's 'scary' memory lapses re-open NFL concussion questions http://nbcnews.to/1gNY60o,favres scary memory lapses re open nfl concussion questions
2441,North Dakota Catholics warned of possible hepatitis exposure from bishop during communion http://nbcnews.to/1aKyUPF,north dakota catholics warned of possible hepatitis exposure from bishop during communion
2442,Tweeting bra exposed: Genuine support or publicity lift? http://nbcnews.to/1gNQScA,tweeting bra exposed genuine suppoor publicity lift
2443,"A kidney for $10,000? Paying donors actually pays off, new study finds http://nbcnews.to/1aJRirW",a kidney for money paying donors actually pays off nestudy finds
2444,Opinion: Why selling kidneys still won't work http://nbcnews.to/1gMMU40,opinion why selling kidneys still will not work
2445,FDA proposes strict new  safety rules for animal food http://nbcnews.to/1gNN3nV,fda proposes strict nesafety rules for animal food
2446,"http://Healthcare.gov will work smoothly by end of November, government pledges http://nbcnews.to/1aJRqYn",will work smoothly by end of november government pledges
2447,FDA approves more powerful painkiller http://nbcnews.to/1aJYFQ4,fda approves more powerful painkiller
2448,Favre's 'scary' memory lapses re-open NFL concussion questions http://nbcnews.to/1gNY60o,favres scary memory lapses re open nfl concussion questions
2449,North Dakota Catholics warned of possible hepatitis exposure from bishop during communion http://nbcnews.to/1aKyUPF,north dakota catholics warned of possible hepatitis exposure from bishop during communion
2450,Tweeting bra exposed: Genuine support or publicity lift? http://nbcnews.to/1gNQScA,tweeting bra exposed genuine suppoor publicity lift
2451,"A kidney for $10,000? Paying donors actually pays off, new study finds http://nbcnews.to/1aJRirW",a kidney for money paying donors actually pays off nestudy finds
2452,Opinion: Why selling kidneys still won't work http://nbcnews.to/1gMMU40,opinion why selling kidneys still will not work
2453,FDA proposes strict new  safety rules for animal food http://nbcnews.to/1gNN3nV,fda proposes strict nesafety rules for animal food
2454,"http://Healthcare.gov will work smoothly by end of November, government pledges http://nbcnews.to/1aJRqYn",will work smoothly by end of november government pledges
2455,FDA approves more powerful painkiller http://nbcnews.to/1aJYFQ4,fda approves more powerful painkiller
2456,Favre's 'scary' memory lapses re-open NFL concussion questions http://nbcnews.to/1gNY60o,favres scary memory lapses re open nfl concussion questions
2457,North Dakota Catholics warned of possible hepatitis exposure from bishop during communion http://nbcnews.to/1aKyUPF,north dakota catholics warned of possible hepatitis exposure from bishop during communion
2458,Tweeting bra exposed: Genuine support or publicity lift? http://nbcnews.to/1gNQScA,tweeting bra exposed genuine suppoor publicity lift
2459,"A kidney for $10,000? Paying donors actually pays off, new study finds http://nbcnews.to/1aJRirW",a kidney for money paying donors actually pays off nestudy finds
2460,Opinion: Why selling kidneys still won't work http://nbcnews.to/1gMMU40,opinion why selling kidneys still will not work
2461,FDA proposes strict new  safety rules for animal food http://nbcnews.to/1gNN3nV,fda proposes strict nesafety rules for animal food
2462,"http://Healthcare.gov will work smoothly by end of November, government pledges http://nbcnews.to/1aJRqYn",will work smoothly by end of november government pledges
2463,FDA approves more powerful painkiller http://nbcnews.to/1aJYFQ4,fda approves more powerful painkiller
2464,Favre's 'scary' memory lapses re-open NFL concussion questions http://nbcnews.to/1gNY60o,favres scary memory lapses re open nfl concussion questions
2465,North Dakota Catholics warned of possible hepatitis exposure from bishop during communion http://nbcnews.to/1aKyUPF,north dakota catholics warned of possible hepatitis exposure from bishop during communion
2466,Tweeting bra exposed: Genuine support or publicity lift? http://nbcnews.to/1gNQScA,tweeting bra exposed genuine suppoor publicity lift
2467,"A kidney for $10,000? Paying donors actually pays off, new study finds http://nbcnews.to/1aJRirW",a kidney for money paying donors actually pays off nestudy finds
2468,Opinion: Why selling kidneys still won't work http://nbcnews.to/1gMMU40,opinion why selling kidneys still will not work
2469,FDA proposes strict new  safety rules for animal food http://nbcnews.to/1gNN3nV,fda proposes strict nesafety rules for animal food
2470,"http://Healthcare.gov will work smoothly by end of November, government pledges http://nbcnews.to/1aJRqYn",will work smoothly by end of november government pledges
2471,FDA approves more powerful painkiller http://nbcnews.to/1aJYFQ4,fda approves more powerful painkiller
2472,North Dakota Catholics warned of possible hepatitis exposure from bishop during communion http://nbcnews.to/1aKyUPF,north dakota catholics warned of possible hepatitis exposure from bishop during communion
2473,Tweeting bra exposed: Genuine support or publicity lift? http://nbcnews.to/1gNQScA,tweeting bra exposed genuine suppoor publicity lift
2474,Favre's 'scary' memory lapses re-open NFL concussion questions http://nbcnews.to/1gNY60o,favres scary memory lapses re open nfl concussion questions
2475,"A kidney for $10,000? Paying donors actually pays off, new study finds http://nbcnews.to/1aJRirW",a kidney for money paying donors actually pays off nestudy finds
2476,Opinion: Why selling kidneys still won't work http://nbcnews.to/1gMMU40,opinion why selling kidneys still will not work
2477,FDA proposes strict new  safety rules for animal food http://nbcnews.to/1gNN3nV,fda proposes strict nesafety rules for animal food
2478,"http://Healthcare.gov will work smoothly by end of November, government pledges http://nbcnews.to/1aJRqYn",will work smoothly by end of november government pledges
2479,FDA approves more powerful painkiller http://nbcnews.to/1aJYFQ4,fda approves more powerful painkiller
2480,Favre's 'scary' memory lapses re-open NFL concussion questions http://nbcnews.to/1gNY60o,favres scary memory lapses re open nfl concussion questions
2481,North Dakota Catholics warned of possible hepatitis exposure from bishop during communion http://nbcnews.to/1aKyUPF,north dakota catholics warned of possible hepatitis exposure from bishop during communion
2482,Tweeting bra exposed: Genuine support or publicity lift? http://nbcnews.to/1gNQScA,tweeting bra exposed genuine suppoor publicity lift
2483,"A kidney for $10,000? Paying donors actually pays off, new study finds http://nbcnews.to/1aJRirW",a kidney for money paying donors actually pays off nestudy finds
2484,Opinion: Why selling kidneys still won't work http://nbcnews.to/1gMMU40,opinion why selling kidneys still will not work
2485,"http://Healthcare.gov will work smoothly by end of November, government pledges http://nbcnews.to/1aJRqYn",will work smoothly by end of november government pledges
2486,FDA approves more powerful painkiller http://nbcnews.to/1aJYFQ4,fda approves more powerful painkiller
2487,Favre's 'scary' memory lapses re-open NFL concussion questions http://nbcnews.to/1gNY60o,favres scary memory lapses re open nfl concussion questions
2488,Tweeting bra exposed: Genuine support or publicity lift? http://nbcnews.to/1gNQScA,tweeting bra exposed genuine suppoor publicity lift
2489,FDA proposes strict new  safety rules for animal food http://nbcnews.to/1gNN3nV,fda proposes strict nesafety rules for animal food
2490,North Dakota Catholics warned of possible hepatitis exposure from bishop during communion http://nbcnews.to/1aKyUPF,north dakota catholics warned of possible hepatitis exposure from bishop during communion
2491,"A kidney for $10,000? Paying donors actually pays off, new study finds http://nbcnews.to/1aJRirW",a kidney for money paying donors actually pays off nestudy finds
2492,Opinion: Why selling kidneys still won't work http://nbcnews.to/1gMMU40,opinion why selling kidneys still will not work
2493,FDA proposes strict new  safety rules for animal food http://nbcnews.to/1gNN3nV,fda proposes strict nesafety rules for animal food
2494,"http://Healthcare.gov will work smoothly by end of November, government pledges http://nbcnews.to/1aJRqYn",will work smoothly by end of november government pledges
2495,FDA approves more powerful painkiller http://nbcnews.to/1aJYFQ4,fda approves more powerful painkiller
2496,Favre's 'scary' memory lapses re-open NFL concussion questions http://nbcnews.to/1gNY60o,favres scary memory lapses re open nfl concussion questions
2497,North Dakota Catholics warned of possible hepatitis exposure from bishop during communion http://nbcnews.to/1aKyUPF,north dakota catholics warned of possible hepatitis exposure from bishop during communion
2498,Tweeting bra exposed: Genuine support or publicity lift? http://nbcnews.to/1gNQScA,tweeting bra exposed genuine suppoor publicity lift
2499,"A kidney for $10,000? Paying donors actually pays off, new study finds http://nbcnews.to/1aJRirW",a kidney for money paying donors actually pays off nestudy finds
2500,Opinion: Why selling kidneys still won't work http://nbcnews.to/1gMMU40,opinion why selling kidneys still will not work
