emotion,emo,file,au1,au2,au3,au4,au5,au6,au7,au8,au9,au10,au11,au12,au13,au14,au15,au16,au17,auc1,auc2,auc3,auc4,auc5,auc6,auc7,auc8,auc9,auc10,auc11,auc12,auc13,auc14,auc15,auc16,auc17,auc18
happiness,0,07171.jpg,0.95,0.05,0,0.16,2.14,0.36,0,1.87,3.07,2.35,0,0.09,0.54,0,2.43,0,0.17,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07172.jpg,0.95,0.05,0,0,1.85,0.07,0,1.52,2.46,1.72,0,0.09,0.02,0,3.06,0.11,0.32,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07173.jpg,0.95,0.05,0,0,2.04,0.34,0,1.51,2.08,1.59,0,0.2,0.26,0,3.1,0.27,0.31,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07174.jpg,0,0,0,0,1.89,0.78,0.42,0.87,1.96,1.33,0,0.11,0.26,0,2.64,0.27,0.16,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07175.jpg,0,0,0.94,0.36,1.56,1.46,0.42,0.64,1.58,1.3,0,0.11,0.26,0.44,1.23,0.16,0.01,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
neutral,2,07176.jpg,0.01,0.04,0.94,0.36,0.97,1.18,0.42,0.28,1.25,1.04,0,0.15,0.65,0.62,0.88,0.28,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07177.jpg,0.01,0.04,0.94,0.36,0.58,0.68,0,0.62,0.92,1.06,0.24,1,1,0.9,0.75,0.83,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07178.jpg,0.01,0.04,0,0.04,0.99,0.19,0,1.3,1.6,1.55,0.24,1.1,1,0.65,1.48,0.98,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
happiness,0,07179.jpg,0.57,0,0,0.04,0.91,0.43,0,1.22,1.24,1.27,0.53,1.15,0.68,0.46,1.84,0.7,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
neutral,2,07180.jpg,0.88,0,0.31,0.04,1.07,1.36,0.24,1.22,0.88,0.79,1.02,0.45,0.87,0.19,1.65,0.38,0.73,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0
neutral,2,07181.jpg,0.88,0,0.31,0,0.57,1.17,0.24,0.47,0.35,0.62,1.02,1.28,1.46,0.42,1.01,0.75,1.03,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0
neutral,2,07182.jpg,0.31,0.01,0.31,0,0.91,2.04,0.69,0.91,0.66,1.21,0.73,1.33,1.6,0.42,0.42,0.75,1.42,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1
neutral,2,07183.jpg,0,0.01,0,0,0.92,1.88,0.5,0.96,0.66,1.98,0,1.38,1.38,0.62,0.28,0.57,0.69,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
neutral,2,07184.jpg,0,0.01,0,0,1.28,2.25,0.74,1.23,0.58,1.36,0.12,0.87,0.79,0.21,0.18,0.05,0.74,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
neutral,2,07185.jpg,0,0,0,0,0.73,1.14,0.29,0.72,0.27,0.77,0.12,1.34,0.33,0.21,0,0.13,0.34,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
neutral,2,07186.jpg,0.13,0,0.33,0,0.71,0.85,0.24,0.86,0.63,0.55,0.31,1.66,0.2,0,0,0.42,0.34,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
neutral,2,07187.jpg,0.13,0,0.48,0,0.95,0.86,0,1.19,1.56,1.12,0.2,1.31,0.2,0,0.77,0.56,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
happiness,0,07188.jpg,0.15,0,0.89,0,1.49,1.74,0,1.73,2.18,1.61,0.2,0.6,0.26,0.19,1.32,0.48,0.26,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
happiness,0,07189.jpg,0.02,0,0.55,0,1.15,1.45,0.11,1.3,2.09,1.43,0,0.09,0.06,0.19,2,0.35,0.92,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
happiness,0,07190.jpg,0.02,0,0.45,0,1.13,1.75,0.11,0.96,1.74,1.17,0,0.08,0.06,0.19,1.72,0.21,0.92,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
happiness,0,07191.jpg,0.02,0,0.04,0,1.05,0.87,0.28,0.5,1.65,1.44,0.25,0.32,0,0,1.31,0.21,0.66,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
happiness,0,07192.jpg,0.02,0,0.04,0,1.05,0.67,0.16,0.4,1.37,1.08,0.25,0.32,0,0,0.63,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
happiness,0,07193.jpg,0.08,0,0.53,0.33,0.7,0.35,0.16,0.14,0.66,0.75,0.35,1.07,0.26,0.65,0.18,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
happiness,0,07194.jpg,0.89,0.34,0.53,0.47,0.23,0.35,0,0,0,0,0.42,1.35,0.26,0.65,0.04,1.32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral,2,07195.jpg,0.89,0.34,0.53,0.47,0.23,0.35,0,0.08,0,0.25,0.7,1.5,0.26,0.65,0.68,1.32,0.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral,2,07196.jpg,0.83,0.34,0,0.22,0,0,0,0.15,0.06,0.36,0.6,0.98,0,0,0.88,0.24,0.23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
neutral,2,07197.jpg,0.13,0.18,0.88,0.08,0.09,0,0,0.81,0.2,0.91,0.49,1.26,0,0.3,1.02,0.48,0.23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
neutral,2,07198.jpg,0.31,0.18,1.15,0.17,0.18,0.67,0,0.73,0.52,0.66,0.21,1.26,0,0.72,0.38,0.72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral,2,07199.jpg,0.31,0.18,1.25,0.09,0.44,1.19,0.65,1.05,0.46,0.85,0.21,1.24,0,0.72,0.64,0.97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral,2,07200.jpg,0.19,0,0.73,0.09,0.59,1.9,1.1,0.47,0.32,0.31,0,0.5,0.12,0.43,0.5,0.62,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral,2,07201.jpg,0,0,0.78,0,0.54,1.23,1.42,0.47,0,0.46,0,0.36,0.12,0,0.5,0.38,0.51,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
neutral,2,07202.jpg,0.06,0,0.68,0,0.33,1.85,0.77,0.37,0,0.16,0,0.37,0.12,0,0,0.24,1.01,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
neutral,2,07203.jpg,0.59,0.13,0.41,0,0.08,2.44,0.32,0.84,0,0.16,0.22,0.79,0,0.1,0,0.3,0.89,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
neutral,2,07204.jpg,0.59,0.13,0.23,0,0.08,2.71,0.08,1.08,0.04,0.28,0.27,1,0.05,0.1,0.3,0.61,0.56,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
happiness,0,07205.jpg,0.53,0.13,0.23,0,0.94,2.35,0.18,1.5,1.02,0.72,0.27,1.08,0.05,0.1,0.64,0.5,0.06,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
happiness,0,07206.jpg,0,0,0.16,0,1.19,1.22,0.38,1.42,1.49,0.75,0.05,0.61,0.05,0,1.49,0.3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
happiness,0,07207.jpg,0,0,0.2,0,1.21,1.4,0.48,1.55,1.45,0.95,0.07,0.65,0.54,0,1.42,0.1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
neutral,2,07208.jpg,0.89,0.51,0.59,0,0.43,1.28,0.38,0.86,0.53,0.68,0.07,1.08,0.85,0.14,1.08,0.1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
neutral,2,07209.jpg,0.96,0.51,0.58,0,0.8,1.88,0.18,1.06,0.77,0.94,0.07,1.5,1.04,0.14,1.1,0.62,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
happiness,0,07210.jpg,0.96,0.51,0.39,0,0.74,1.43,0,0.69,0.77,0.46,0,1.26,0.5,0.14,0.87,0.52,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
happiness,0,07211.jpg,0.59,0,0.1,0,1.06,1.95,0,1.43,1.47,0.75,0,0.75,0.19,0.22,1.29,0.52,0.39,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
happiness,0,07212.jpg,0.52,0,0.89,0,0.44,1.39,0.04,1.28,0.76,0.79,0.11,0.63,0,0.22,0.47,0.23,0.39,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
neutral,2,07213.jpg,0.52,0,1.61,0,0.44,1.44,0.04,1.33,0.76,1.29,0.24,0.83,0,0.22,0.65,0.23,0.39,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
happiness,0,07214.jpg,0,0,1.51,0,0.06,0.25,0.04,0.58,0,1.36,0.34,0.84,0,0,0.23,0.23,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
happiness,0,07215.jpg,0.47,0,0.72,0,0.37,0.05,0,0.97,0.28,1.36,0.27,1.52,0.69,0,0.18,0.28,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
neutral,2,07216.jpg,0.47,0,0.07,0,0.79,0,0,0.95,0.38,1.5,0.13,1.69,0.69,0,0,0.37,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
neutral,2,07217.jpg,0.47,0,0.07,0,0.73,0,0,0.95,0.38,0.96,0.03,1.38,0.69,0,0,0.37,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
happiness,0,07218.jpg,0,0,0.28,0,0.78,0.53,0.09,0.44,0.1,0.93,0,0.46,0,0,0.43,0.08,0.01,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
neutral,2,07219.jpg,0,0,0.27,0,0.56,0.74,0.09,0.4,0.25,0.64,0,0.27,0.42,0,0.43,0.14,0.01,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
happiness,0,07220.jpg,0,0,0.27,0,1.17,1.05,0.09,0.69,0.84,0.99,0,0.7,0.42,0,0.8,0.45,0.01,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
happiness,0,07221.jpg,0,0,0.06,0,1.09,0.63,0,0.35,1.13,1.29,0,0.61,0.42,0,0.37,0.89,0.34,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
happiness,0,07222.jpg,0,0,0.02,0,1.22,0.42,0,0.35,1.25,1.37,0.45,0.69,0,0,0.37,0.75,0.47,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
happiness,0,07223.jpg,0.15,0.19,0.02,0.27,0.85,0.16,0,0.31,1.08,1.01,0.45,0.42,0,0,0,0.73,0.47,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
neutral,2,07224.jpg,0.72,0.21,0.15,0.27,0.58,0.92,0.15,0.54,0.79,0.41,0.45,1.08,0.34,0,0,0.37,0.12,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
neutral,2,07225.jpg,1.43,0.35,0.13,0.27,0.49,1.14,0.15,1.24,1.27,0.1,0.02,0.82,0.34,0,0.65,0.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
happiness,0,07226.jpg,1.29,0.16,0.13,1.09,0.25,1.09,0.15,1.03,0.91,0.1,0.02,1.01,0.34,0,1.46,0.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
neutral,2,07227.jpg,0.71,0.14,0,1.09,0.25,0.33,0,0.92,0.99,0.1,0.02,0.72,0,0.06,1.46,1.14,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,2,07228.jpg,0.23,0,0,1.09,0.07,0.11,0,0.41,0.46,0,0.3,0.72,0,0.06,0.92,1.23,0.62,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
happiness,0,07229.jpg,0.49,0,0,0,0.07,0.11,0,0.37,0.63,0,0.3,0.69,0,0.06,0.35,0.48,0.96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
neutral,2,07230.jpg,0.49,0,0,0,0.77,0.63,0.31,0.9,1.01,0.38,0.3,0.84,0,0,0.49,0.62,0.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
happiness,0,07231.jpg,0.27,0,0.06,0,0.92,1.15,0.31,0.85,1.01,0.38,0,1.44,0,0.68,0.5,0.98,0.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
neutral,2,07232.jpg,0.2,0.16,0.82,0,0.92,1.72,0.31,0.92,0.78,0.38,0,1.63,0,0.68,0.82,0.98,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
neutral,2,07233.jpg,0.25,0.16,0.82,0.55,0.22,1.09,0,0.21,0.32,0.13,0,1.52,0,0.68,0.86,0.78,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
happiness,0,07234.jpg,0.43,0.16,0.76,0.55,0.07,0.97,0,0.3,0.33,0.64,0,1.66,0,0,1.05,0.35,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
happiness,0,07235.jpg,0.23,0,0,0.55,0.35,0.83,0,0.63,0.91,1.25,0,1.3,0,0.12,0.6,0.35,0.69,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
happiness,0,07236.jpg,0.18,0,0,0,0.8,1.18,0,0.96,1.81,1.33,0,1.16,0,0.36,0.88,0.08,0.74,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
happiness,0,07237.jpg,0,0,0,0,1.22,1.2,0,1.12,2.24,0.82,0.06,0.56,0,0.38,1.19,0.08,0.89,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
happiness,0,07238.jpg,0,0,0.3,0,1.09,1.2,0.25,1.33,1.77,0.35,0.18,0.85,0.11,0.25,1.83,0.33,0.43,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
neutral,2,07239.jpg,0.34,0,0.48,0,0.64,0.96,0.25,1.41,0.88,0.14,0.5,1.02,0.29,0.01,1.71,0.55,0.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
surprise,4,07240.jpg,1.43,0,0.48,0,0.29,1.07,0.25,1.11,0.11,0.14,0.54,0.89,0.29,0,1.43,0.66,1.67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
neutral,2,07241.jpg,2.47,0.09,0.75,0.02,0.34,1.28,0,0.75,0.25,0.46,1.12,0.93,1.01,0.11,0.68,0.85,1.43,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
neutral,2,07242.jpg,2.23,0.09,0.57,0.02,0.34,1.16,0,0.33,0.4,0.66,0.8,0.47,0.89,0.11,0.45,1.29,1.42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,2,07243.jpg,1.22,0.09,0.64,0.22,0.25,0.64,0,0.45,0.81,1.24,0.7,0.78,0.89,0.4,0.44,1.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
happiness,0,07244.jpg,0.18,0,0.07,0.2,0.04,0,0,0.2,0.57,0.78,0,0.31,0.06,0.29,0.44,1.16,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,2,07245.jpg,0.32,0.37,0.07,0.2,0.04,0.13,0,0.4,0.61,1.08,0,0.8,0,0.52,0.33,0.42,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,2,07246.jpg,0.38,0.7,0.32,0.05,0.13,0.13,0,0.62,0.2,0.5,0.43,0.71,0,0.44,0,0.26,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
neutral,2,07247.jpg,1.08,1.75,0.32,0.35,0.13,0.13,0,0.77,0.2,0.64,0.43,1.09,0,0.44,0.42,0.26,0.1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
neutral,2,07248.jpg,0.9,1.52,0.32,0.35,0.2,0.01,0.03,0.82,0.26,0.65,0.43,0.61,0.21,0.21,0.79,0.26,0.5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
neutral,2,07249.jpg,1.22,1.89,0.21,0.3,0.29,0.59,0.16,0.71,0.63,1.09,0,0.8,0.21,0,0.79,0,0.5,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
neutral,2,07250.jpg,1.22,1.57,0.41,0,0.43,0.98,0.17,1.01,0.95,1.41,0.22,1.18,0.32,0,0.37,0,0.56,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
neutral,2,07251.jpg,1.17,1.43,0.67,0,0.36,0.97,0.13,0.75,0.69,1.19,0.22,1.76,0.21,0.4,0,0.17,0.81,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
neutral,2,07252.jpg,0.7,0.81,0.52,0,0.14,0.39,0.01,0.44,0.32,1.25,0.53,1.34,0.62,0.4,0.26,0.17,1.4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
neutral,2,07253.jpg,0,0.08,0.75,0,0.04,0.15,0,0,0.35,1.1,0.31,0.95,0.51,0.4,0.33,0.71,1.24,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
happiness,0,07254.jpg,0,0.08,0.65,0,0.57,1.19,0,0.23,0.88,0.8,0.31,1.07,0.4,0.61,0.33,1.09,0.59,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
happiness,0,07255.jpg,0.33,0.02,0.74,0,1.38,2.24,0,0.83,1.63,0.47,0,1.21,0,0.94,0.91,1.17,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
happiness,0,07256.jpg,0.8,0.62,0.31,0,1.5,2.25,0.45,0.83,1.34,0.75,0.02,0.84,0,0.94,1.22,0.63,0.45,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
happiness,0,07257.jpg,1.36,0.62,0.39,0,1.08,1.22,0.6,0.77,1.15,0.75,0.42,1.29,0,0.34,1.32,0.08,0.45,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
neutral,2,07258.jpg,1.25,0.91,0.24,0,0.46,0.66,0.64,0.3,0.67,0.57,0.42,1.51,0,0.3,0.67,0,0.81,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
neutral,2,07260.jpg,0.78,0.46,0.43,0,0.64,0.63,0.61,1.21,1.24,0.22,0.4,1.77,0,0.62,1.13,0.56,0.36,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
happiness,0,07261.jpg,0.23,0.52,0.33,0,0.98,1.13,0.54,1.29,1.51,0.8,0.19,0.62,0.28,0.62,1.55,0.87,0.36,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
happiness,0,07262.jpg,1.07,0.2,0.35,0,1.06,0.83,0.5,1.17,1.4,0.8,0.19,0.44,0.68,0.44,1.36,0.91,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
neutral,2,07263.jpg,1.07,0.05,0.49,0,1.29,1.55,0.67,0.56,0.99,0.58,0.61,0.18,0.71,0.11,1.4,0.35,0.05,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
anger,1,07264.jpg,1.07,0,0.36,0,1.49,1.14,0.59,0.41,1.16,0.11,0.42,0.54,0.42,0.11,1.11,0.04,0.05,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
happiness,0,07265.jpg,0,0,0.38,0,1.91,1.87,0.67,1,1.78,0.54,0.42,0.37,0.02,0,1.54,0,0.05,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07266.jpg,0,0,0.27,0,1.79,1.71,0.18,1.28,2.08,0.71,0,0.54,0,0.05,1.4,0.27,0.02,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07267.jpg,0,0,0.27,0,1.52,1.68,0.29,1.63,2.07,0.89,0,0.19,0,0.05,1.98,0.27,0.02,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07268.jpg,0,0,0.23,0,1.67,1.54,0.22,1.65,2.07,0.46,0,0.18,0,0.05,2.56,0.27,0.12,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0
happiness,0,07269.jpg,0,0,0,0,1.32,0.83,0.12,1.07,1.56,0.29,0.18,0.42,0.51,0.09,1.9,0.52,0.1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
neutral,2,07270.jpg,0,0,0.01,0,1.49,1.36,0.42,1.17,0.76,0.74,0.18,0.84,0.61,0.09,1.88,0.52,0.1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0
anger,1,07271.jpg,0,0,0.01,0,1.08,1.1,0.84,1.15,0.27,0.92,0.53,0.84,0.61,0.09,2.02,0.52,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0
anger,1,07272.jpg,0,0,0.01,0,1.37,2,1,1.66,0.43,1.17,0.62,0.77,0.53,0.15,2.02,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0
anger,1,07273.jpg,0,0,0.01,0,1.28,1.94,1.3,1.52,0.71,0.44,0.63,0.54,0.43,0.15,2.66,0.03,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0
anger,1,07274.jpg,0,0,0.01,0,1.57,1.42,0.88,1.78,1.16,1.12,0.48,1.42,0.87,0.35,1.51,0.32,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0
happiness,0,07275.jpg,0,0,0,0,1.93,0.53,0.72,1.94,1.92,1.42,0.42,2.14,0.8,0.2,1.43,0.32,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
happiness,0,07276.jpg,0.53,0,0,0,2.12,0.48,0,2.37,2.48,1.85,0.6,2.97,0.8,0.2,0,0.29,0.13,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
neutral,2,07277.jpg,0.59,0,0,0,1.86,1.29,0.52,2.29,2.4,0.99,0.41,2.92,0.35,0,0.48,0,0.74,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1
neutral,2,07278.jpg,0.96,0,0.2,0,1.42,1.82,0.83,1.98,1.62,0.44,0.2,1.98,0,0,0.62,0,1.02,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1
happiness,0,07279.jpg,0.72,0.26,0.2,0,0.75,1.37,0.83,1.63,0.97,0.56,0,1.36,0,0,0.62,0,1.8,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
neutral,2,07280.jpg,1.5,0.28,0.2,0,0.34,0.96,0.31,1.12,0.45,0.78,0,0.54,0,0,0.14,0,2.29,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
happiness,0,07281.jpg,2.8,0.94,0,0,0.03,0.41,0,1,0.47,0.78,0.32,1.38,0.21,0,0,0,2.76,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
neutral,2,07282.jpg,2.95,0.68,0,0,0.06,0.92,0.05,0.54,0.3,0.22,0.68,1.29,0.21,0,0,0,1.86,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1
happiness,0,07283.jpg,2.76,0.8,0.06,0,0.54,1.53,0.05,0.89,0.64,0,0.99,1.74,0.21,0.15,0.23,0,2.06,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1
happiness,0,07284.jpg,1.96,0.97,0.11,0,1.04,2.06,0.05,1.37,1.3,0.59,0.88,1.48,0,0.15,0.23,0,1.46,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1
happiness,0,07285.jpg,2.13,1.11,0.94,0,1.32,1.62,0,1.68,1.78,1.16,0.52,1.72,0,0.15,0.23,0,1.54,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1
happiness,0,07286.jpg,2.28,1.08,0.89,0,1.08,1.24,0.25,1.2,1.31,1.19,0.37,1.6,0.23,0,0,0,0.24,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
neutral,2,07287.jpg,1.72,0.49,1.14,0.01,0.58,0.71,0.25,0.5,0.62,1.08,0.15,1.26,0.23,0,0,0,1.31,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
sadness,3,07289.jpg,2.1,1.01,0.56,0.01,0.53,1.02,0.25,0.19,0.34,0.82,0.15,0.75,0.24,0,0.36,0.09,1.39,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
neutral,2,07290.jpg,1.7,1.02,0.61,0.01,0.58,1.16,0,0.35,0.91,1.11,0,0.74,0.03,0,0.94,0.4,1.39,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
happiness,0,07291.jpg,2.64,1.44,0.31,0,1.25,1.5,0,0.58,1.13,0.63,0.01,1.04,0.06,0,0.94,0.79,0.17,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
neutral,2,07292.jpg,2.03,0.79,0.06,0,1.19,1.12,0,1.08,1.13,0.31,0.06,1.02,0.05,0,1.19,1.25,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
neutral,2,07293.jpg,1.8,0.69,0,0,0.98,0.39,0,1.16,0.83,0,0.06,0.95,0.03,0,0.6,1.38,0.32,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
neutral,2,07294.jpg,0.73,0.03,0.19,0,0.83,0.53,0.24,1.77,0.95,0,0.38,0.4,0,0,1.12,1.27,0.32,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
happiness,0,07295.jpg,0.66,0.03,0.5,0,1.06,0.73,0.24,2.14,1.4,0.43,0.37,0.73,0,0,1.2,0.92,0.68,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
happiness,0,07296.jpg,0.89,0.2,0.72,0,0.95,0.68,0.24,2.19,1.35,1.01,0.73,1.02,0.13,0,1.3,0.57,0.9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
neutral,2,07297.jpg,1.18,0.4,0.53,0,0.5,0.22,0,1.76,1.28,1.25,0.4,0.98,0.13,0,1.09,0.72,1.89,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
happiness,0,07298.jpg,2.31,1.83,0.51,0.01,0.07,0.63,0,1.16,0.82,1.12,0.37,1.22,0.14,0,0.49,1.25,1.53,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
