emotion,emo,file, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
neutral,3,08923.jpg,0.39,0,1.27,0,0.4,0.47,0,0.6,0.07,0.99,0.33,1.2,0.02,0,0.57,0.4,1.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
neutral,3,08924.jpg,0.39,0,1.3,0,0.85,1.51,0,0.79,0.55,0.95,0.33,0.9,0.02,0,0.99,0.25,0.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
happiness,1,08925.jpg,0,0,0.54,0,0.67,1.17,0,0.69,0.68,0.73,0.28,0.97,0.04,0,1.26,0.08,0.66,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
neutral,3,08926.jpg,0,0,0.69,0.7,0.67,1.04,0,0.76,0.86,0.85,0.05,0.95,0.25,0.44,1.25,0.08,0.27,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
neutral,3,08927.jpg,0,0,0.59,0.7,0,0,0,0.38,0.37,0.59,0.05,1.23,0.82,0.81,0.32,0.52,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
neutral,3,08928.jpg,0,0.1,1.19,1.01,0,0.09,0.07,0.39,0.18,0.42,0.19,1.41,0.78,0.81,0.87,1.37,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
neutral,3,08929.jpg,0,0.1,0.6,0.31,0,0.09,0.07,0.28,0,0.3,0.19,0.99,0.58,0.37,0.87,1.37,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
happiness,1,08930.jpg,0,0.1,1.34,0.31,0,0.09,0.48,0.28,0,0.27,0.19,0.76,0,0,1.27,1.12,0.16,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0
neutral,3,08931.jpg,0.04,0,1.45,0,1.01,0.87,0.48,0.75,0.61,0.76,0.29,1.03,0,0,0.4,0.77,0.16,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
happiness,1,08932.jpg,0.81,0,2.13,0,1.74,1.53,0.48,1.46,1.08,1.09,0.99,2.07,0.39,0,0.66,0.77,0.5,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1
neutral,3,08933.jpg,2.41,0.03,1.91,0,2.29,2.78,0.08,2.12,1.29,1.3,1.54,2.46,0.58,0,0.71,1.03,0.34,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
happiness,1,08934.jpg,2.68,0.03,2.01,0,1.78,2.87,0,1.57,0.78,0.81,1.26,2.14,0.86,0,0.71,0.77,0.37,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
neutral,3,08935.jpg,2.53,0.41,1.88,0,1.06,2.71,0,0.86,0.31,0.48,0.78,1.88,0.53,0,0.45,1.45,0.06,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
neutral,3,08936.jpg,1.72,0.38,1.54,0.02,0.86,2.32,0,0.45,0.1,0.03,0.22,2.33,0.55,0,0.43,1.25,0.28,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
neutral,3,08937.jpg,2.41,0.68,1.57,0.02,0.39,1.56,0.07,0.24,0,0,0.3,2.22,0.42,0,1.12,1.51,0.3,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
neutral,3,08938.jpg,1.79,0.3,1.14,0.02,0.6,1.31,0.07,0.37,0,0.42,0.08,2.29,0.44,0,1.12,1.22,1.14,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
neutral,3,08939.jpg,1.64,0.3,1.81,0,1.11,1.67,0.07,0.9,0.75,1.03,0.08,2.25,0.43,0.03,1.32,0.99,0.93,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0
happiness,1,08940.jpg,2.03,0.92,1.26,0,1.68,2.17,0,0.95,0.88,1.03,0,2.14,0.28,0.03,1.32,0.76,1.03,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1
neutral,3,08941.jpg,2.03,0.92,1.3,0,1.49,2.04,0,1.06,1,1.09,0,1.46,0.2,0.37,1.32,0.35,0.29,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1
neutral,3,08942.jpg,1.39,0.92,1.1,0,1.26,1.72,0,1.02,0.79,1.38,0,0.82,0.48,0.35,1.12,0.33,0.86,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
happiness,1,08943.jpg,0.17,0.23,0.8,0,0.95,1.51,0,1.01,1.08,1.43,0,0.56,0.86,0.37,0.63,0.07,0.78,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
neutral,3,08944.jpg,0.17,0.23,0.64,0,1.58,1.99,0,1.36,1.59,1.1,0,0.5,1.12,0.1,1.06,0.07,0.65,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
happiness,1,08945.jpg,0.17,0.23,0.54,0,1.03,1.39,0,0.68,1.05,0.35,0.12,0.68,0.64,0.15,0.63,0.35,0.07,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
neutral,3,08946.jpg,0,0,1.05,0,1.86,1.63,0.06,1.36,1.71,1.22,0.12,0.66,0.42,0.22,1.36,0.69,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
happiness,1,08947.jpg,0.14,0.1,1.19,0,1.95,1.04,0.06,1.24,1.92,1.31,0.12,0.91,0.17,0.15,1.17,0.93,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
neutral,3,08948.jpg,0.27,0.1,0.75,0,1.87,0.76,0.06,1.34,2.05,1.16,0.19,0.74,0.17,0.1,1.17,0.83,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
neutral,3,08949.jpg,0.27,0.1,0.59,0,0.99,0,0.04,1.6,1.25,0.78,0.24,1.02,0.12,0,0.24,0.49,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
neutral,3,08950.jpg,0.13,0,0.62,0,0.24,0,0.04,1.12,0.41,0.83,0.24,0.88,0.12,0,0,0.58,0.11,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
neutral,3,08951.jpg,0,0,1.14,0,0.63,0.09,0.16,1.25,0.51,1.74,0.12,1.18,0.49,0,0.19,0.33,0.21,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
neutral,3,08952.jpg,0.08,0,1.33,0,0.88,0.73,0.6,0.94,0.22,1.8,0.51,1.49,0.37,0,0.19,0.49,0.59,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
neutral,3,08953.jpg,0.8,0,1.37,0,1.64,2.03,0.61,1.77,0.54,1.73,0.57,2.31,1.24,0,0.19,0.16,0.47,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
neutral,3,08954.jpg,0.8,0,0.93,0,1.52,1.94,0.62,2.14,0.5,0.88,1.11,1.77,1.08,0,0.9,0.19,0.38,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
neutral,3,08955.jpg,0.73,0,0.98,0,1.52,1.78,0.98,2.57,0.5,0.28,0.88,1.74,1.6,0,1.54,0.03,0.32,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1
neutral,3,08956.jpg,0.59,0,1.12,0.02,1.11,0.48,1.03,2.07,0.32,0.73,0.83,1.33,1.6,0,1.72,0.03,0.48,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1
neutral,3,08957.jpg,0.99,0,0.94,0.02,1.06,1.03,1.11,1.71,0.14,1.44,0.23,1.71,1.61,0,0.83,0,0.5,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
neutral,3,08958.jpg,0.99,0,0.35,0.02,0.96,0.58,0.29,0.77,0.59,2.39,0.02,1.23,1.3,0,0.18,0,0.33,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
neutral,3,08959.jpg,0.4,0,0.13,0,0.6,0.58,0.22,0.44,0.45,2.01,0.02,0.88,0.44,0.03,0,0.29,0.17,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
neutral,3,08960.jpg,0.19,0,0.13,0,0.43,0.1,0,0.61,0.45,1.49,0.18,0.99,0.52,0.03,0,0.68,0.33,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
neutral,3,08961.jpg,0.58,0,0.13,0.07,0.08,0.07,0.08,0.45,0.18,0.81,0.42,1.19,0.3,0.03,0.01,1.04,0.18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
happiness,1,08962.jpg,0.96,0,0.41,0.07,0.08,0.45,0.08,0.45,0.18,1.01,0.92,1.04,0.39,0,0.01,0.98,0.41,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
neutral,3,08963.jpg,1.06,0,0.53,0.1,0.11,0.93,0.08,0.14,0.18,0.77,0.88,1.17,0.09,0,0.16,0.59,0.22,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
neutral,3,08964.jpg,1.6,0,0.53,0.02,0.14,0.97,0,0.42,0.11,0.54,1.21,1.18,0.89,0,0.16,0.23,1.21,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
neutral,3,08965.jpg,1.22,0.19,0.63,0.03,0.14,0.58,0,0.48,0.21,0.35,0.82,1.27,0.96,0,0.25,0.22,0.99,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
neutral,3,08966.jpg,1.05,0.19,0.72,0.01,0.21,0.35,0,0.34,0.44,0.82,1,0.64,1.14,0,0.1,0.22,0.99,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
neutral,3,08967.jpg,0.56,0.19,0.88,0.01,0.79,1.16,0.66,0.88,0.39,0.8,0.93,0.49,0.39,0,0.6,0.48,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
neutral,3,08968.jpg,1.08,0,0.38,0,1.07,1.16,0.72,1.15,0.54,1,1,0.74,0.25,0,0.5,0.26,0.01,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
neutral,3,08969.jpg,0.95,0,0.19,0,1.46,1.33,0.89,1.88,0.74,1.15,0.69,1.05,0.07,0,1.02,0.68,0.43,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
happiness,1,08970.jpg,1.24,0.77,0.63,0,0.8,0.61,0.23,1.21,0.68,1.65,0.38,0.96,0.16,0,0.77,0.42,0.43,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
neutral,3,08971.jpg,1.62,1.16,0.65,0.49,0.53,0.61,0.17,0.88,0.5,1.58,0.22,0.5,0.14,0,1.08,1.1,0.42,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
neutral,3,08972.jpg,1.93,1.62,0.7,0.49,0,0.13,0,0.15,0.28,1.27,0.21,0.19,0.14,0,0.99,1.42,0.04,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
surprise,5,08973.jpg,1.77,1.15,0.12,0.56,0,0.03,0,0,0.44,1,0.02,0,0,0,0.86,1.74,0.04,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
happiness,1,08974.jpg,0.92,0.8,0.1,0.07,0,0.03,0,0,0.37,0.56,0.09,0.45,0,0,0.69,1.25,0.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,3,08975.jpg,0.61,0.33,0.01,0.07,0.05,0.19,0,0.13,0.26,0.47,0.09,0.45,0,0,0.74,0.72,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,3,08976.jpg,0.06,0.04,0,0.64,0.05,0.16,0,0.33,0.14,0.31,0.11,1.12,0.68,0.46,0.66,0.4,0.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
neutral,3,08977.jpg,0.03,0,0,0.71,0.28,0.3,0.04,0.78,0.14,0.75,0.38,0.94,0.83,0.65,1.25,0.23,0.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
happiness,1,08978.jpg,0.03,0,0,0.71,0.23,0.47,0.04,0.8,0.08,0.53,0.83,1.22,0.83,0.74,1.06,0.24,0.48,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
happiness,1,08979.jpg,0.03,0,0,0.06,0.23,0.47,0.04,0.6,0.04,0.51,0.87,0.55,0.16,0.28,1.78,0.35,0.48,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
happiness,1,08980.jpg,0.69,0.05,0.01,0.52,0.19,1.18,0,0.24,0.1,0.07,0.76,0.48,0.15,0.09,1.17,0.59,0.48,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
surprise,5,08981.jpg,1.31,0.38,0.09,0.96,0.36,2.13,0,0.35,0.46,0.1,0.31,0.64,0.15,0,0.9,1.72,0.41,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
happiness,1,08982.jpg,1.53,0.46,0.09,1.51,0.9,2.52,0.05,1.2,1.11,0.8,0.25,0.78,0.15,0,1.03,1.77,0.76,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
anger,2,08983.jpg,0.84,0.72,0.08,1.18,1.4,2.1,0.05,1.82,1.74,1.15,0.17,1.28,0.01,0,1.92,2,0.76,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0
happiness,1,08984.jpg,0.38,0.81,0,1.06,1.76,1.12,0.05,2.08,1.88,1.34,0.17,1.49,0.01,0,2.56,0.97,0.36,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0
anger,2,08985.jpg,0.15,0.73,0,0.51,1.68,0.72,0,1.24,1.62,0.58,0.49,1.35,0.01,0,2.35,0.98,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0
happiness,1,08986.jpg,0.27,0.42,0.62,0.32,1.56,0.5,0.09,0.84,1.71,0.61,0.32,0.65,0,0,2.23,0.49,0.39,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,08987.jpg,0.12,0,0.82,0,1.52,0.33,0.09,0.99,2.04,0.55,0.31,0,0.1,0.34,2.25,0.33,0.39,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,08988.jpg,0.12,0,1,0,1.51,0.8,0.1,1.34,2.35,1.26,0.03,0,0.53,0.34,1.8,0.27,0.39,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,08989.jpg,0,0,1.04,0,1.39,0.89,0.01,1.63,2.17,1.41,0.18,0.26,0.53,0.34,1.72,0.76,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,08990.jpg,0.08,0,1.17,0,1.39,1.13,0.37,1.4,1.7,1.91,0.49,0.26,0.75,0,1.1,0.6,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,08991.jpg,0.08,0,1.69,0,1.26,1.78,0.36,1.81,1.23,1.4,0.46,0.77,0.32,0.3,1.32,0.49,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0
neutral,3,08992.jpg,0.71,0.09,1.02,0.46,0.93,1.49,0.36,1.77,1.18,0.85,0.33,0.59,0.63,0.3,1.31,0.19,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,08993.jpg,0.82,0.09,0.7,0.94,0.45,1.12,0,1.33,0.89,0.42,0.01,0.59,0.31,0.3,1.88,0.48,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,08994.jpg,1.44,0.37,0,1.31,0.24,0,0,1.03,0.76,0.55,0.01,0.41,0.31,0.11,2.04,0.48,0.47,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
neutral,3,08995.jpg,0.85,0.29,0,0.85,0.23,0,0,0.95,0.96,0.88,0.13,0.33,0,0.11,2.18,0.29,0.52,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,08996.jpg,0.67,0.29,0.96,0.4,1,0.78,0,1.64,1.16,1.21,0.13,0.94,0.62,0.58,1.55,0,0.52,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
neutral,3,08997.jpg,0.05,0,0.96,0.03,1.35,0.87,0.07,1.39,1.35,0.89,0.13,1.09,1.14,0.63,0.94,0.53,0.05,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
neutral,3,08998.jpg,0,0.13,1.23,0.03,1.56,1.35,0.2,1.47,0.73,0.75,0.7,1.62,1.64,0.63,0,0.98,0.14,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
neutral,3,08999.jpg,0,0.13,0.27,0,1.66,1.57,0.2,1.82,1.03,0.48,0.7,1,1.01,0.27,0.05,0.98,0.73,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
happiness,1,09000.jpg,0,0.13,0.57,0.1,1.8,2.4,0.12,1.98,1.04,1.37,0.7,1.12,0.5,0.66,0.4,0.75,0.81,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
neutral,3,09001.jpg,0.39,0,0.3,0.1,1.46,1.92,0,1.43,0.92,1.17,0,1.28,0,0.66,0.4,0.5,0.69,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
neutral,3,09002.jpg,1.09,0.11,0.34,0.71,0.59,0.93,0,0.39,0.5,0.88,0.35,1.75,0,0.74,0.35,0.51,0.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
neutral,3,09003.jpg,1.09,0.11,0.04,0.61,0.45,0.46,0,0.21,0.73,0.44,0.39,1.16,0,0.19,0.65,0.8,0.14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
happiness,1,09004.jpg,0.7,0.11,0.32,0.61,1,1.09,0.26,0.4,0.75,0.44,0.5,0.47,0.62,0.24,0.65,0.93,0.12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
neutral,3,09005.jpg,0,0,1.1,0,1.17,1.36,0.26,0.42,0.55,0.59,0.41,0.51,1.03,0.06,0.65,1.47,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,3,09006.jpg,0.53,0,1.55,0.38,0.71,0.89,0.26,0.21,0.02,0.15,0.36,0.56,1.03,0.06,0.45,1.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surprise,5,09007.jpg,0.63,0,1.74,0.38,0.17,0.27,0,0.28,0,0.15,0.33,0.67,0.41,0.01,1.18,1.22,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
neutral,3,09008.jpg,0.63,0,0.93,0.51,0,0,0,0.33,0,0.3,0.33,0.43,0.37,0.09,1.19,1.23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
neutral,3,09009.jpg,0.1,0,0.52,0.13,0.05,0.17,0.03,0.33,0.2,0.88,0.33,0.96,0.52,0.41,0.89,1.41,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral,3,09010.jpg,0,0,0.04,0.42,0.05,0.17,0.03,0.17,0.2,1.25,0.62,1.31,0.52,0.41,0.35,1.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral,3,09011.jpg,0,0,0.04,0.63,0.05,0.17,0.03,0.09,0.2,1.33,0.68,1.51,0.15,0.32,0.39,1.24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
neutral,3,09012.jpg,0,0,0.59,0.63,0,0.66,0,0.09,0,0.94,1.03,1.99,0,0.31,0.25,1.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
neutral,3,09014.jpg,0,0,0.59,0.44,0,1.48,0.44,0,0,0.59,0.85,2.17,0,0.43,0.56,1.5,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
happiness,1,09015.jpg,0,0,0.59,0.1,0.33,2.31,0.81,0.51,0,0.32,0.86,2.17,0,0.43,0.51,1.3,0.72,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
neutral,3,09016.jpg,0,0.44,0,0.1,0.77,2.88,1.18,0.51,0,0.19,0.51,1.14,0,0.12,0.51,0.62,1.1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1
neutral,3,09017.jpg,0,0.44,0,0,0.95,2.06,0.78,0.51,0.04,0.58,0.33,0.93,0,0.52,0,0.17,1.21,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1
neutral,3,09018.jpg,0,0.44,0.31,0,0.88,1.89,0.69,0.32,0.04,0.48,0,0.5,0,0.52,0.06,0.07,1.35,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1
neutral,3,09019.jpg,0,0,0.67,0,0.83,1.65,1.06,0.95,0.04,0.41,0,0.48,0,0.52,0.61,0.15,1.67,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1
neutral,3,09020.jpg,0.07,0,1.21,0,1.01,2.52,1.24,1.63,0,0.7,0,0.47,0.31,0,1.26,0.88,1.67,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1
happiness,1,09021.jpg,0.07,0,1.73,0,1.03,2.57,1.25,1.96,0,0.86,0.37,1.14,0.5,0,1.36,0.92,1.22,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1
neutral,3,09022.jpg,0.07,0,1.5,0,0.85,2.15,1.02,2.07,0,0.87,0.67,1.74,0.72,0,1.24,1.12,0.95,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
neutral,3,09023.jpg,0,0,0.96,0,0.49,1.43,0.91,1.39,0,0.18,1.24,2.03,0.41,0,0.73,0.39,0.88,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1
neutral,3,09024.jpg,0.52,0.22,0.18,0.1,0.21,0.71,0.61,0.86,0,0.03,0.88,2,0.22,0,0.72,0.48,0.82,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
surprise,5,09025.jpg,0.52,0.22,0.19,0.1,0,0.24,0.1,0.68,0.04,0.17,0.57,1.79,0,0,0.94,0.56,0.39,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
neutral,3,09026.jpg,0.52,0.22,0.23,0.1,0.13,0.1,0.4,0.9,0.03,0.17,0,1.07,0,0,1.01,0.56,1.48,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
neutral,3,09027.jpg,0,0,0.18,0.06,0.19,0.1,0.46,1.19,0.03,0.61,0.07,0.59,0.51,0,0.92,0.78,1.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
neutral,3,09028.jpg,0.44,0,0.05,0.06,0.41,0.81,0.87,1.16,0,0.46,0.21,0.73,0.74,0,0.35,0.81,1.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
neutral,3,09029.jpg,0.44,0.2,0.11,0.06,0.55,1.06,0.62,1.06,0,0.94,0.21,0.73,0.74,0,0.78,0.99,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
neutral,3,09030.jpg,1.08,0.56,0.39,0,0.83,2.29,0.57,1.1,0.4,0.53,0.14,0.71,0.23,0,1.19,1.18,0.55,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
happiness,1,09031.jpg,0.64,0.56,0.63,0,1.34,2.07,0.33,1.12,1.13,1.27,0.09,0.78,0,0,1.1,0.72,0.8,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
happiness,1,09032.jpg,0.64,0.35,1.07,0,1.25,1.82,0.24,1.01,1.26,0.93,0.09,1.15,0.09,0.15,0.48,0.54,0.8,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1
neutral,3,09033.jpg,0,0,0.96,0,1.77,1.19,0.24,1.17,2,1.43,0.09,0.96,0.09,0.15,1.22,0,0.25,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0
happiness,1,09034.jpg,0.86,1.18,0.71,0,1.51,0.61,0.07,0.86,1.94,1.2,0,0.43,0.19,0.15,2.27,0.11,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,09035.jpg,0.97,1.5,0.97,0,1.63,0.91,0.26,1.28,2.23,1.79,0,0.05,0.1,0,3.22,0.48,0.01,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
anger,2,09036.jpg,1.02,2.03,0.8,0,1.09,0.31,0.34,0.68,1.55,1.55,0,0.05,0.1,0,2.92,0.54,0.01,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,09037.jpg,1.2,1.28,0.8,0,0.69,0.3,0.34,0.58,1.32,1.2,0,1.57,0.24,0,1.87,1.1,0.01,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
neutral,3,09038.jpg,1.08,0.96,0,0,0.53,0.1,0.08,0.29,1.71,0.83,0,1.57,0.24,0,1.05,0.73,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
happiness,1,09039.jpg,1.03,0.43,0,0,0.55,0.1,0,0.8,2.15,1.31,0,1.57,0.24,0.76,0.63,0.67,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
happiness,1,09040.jpg,0.67,0,0,0,0.48,0.1,0,0.8,1.97,1.5,0,0.15,0,0.76,0.86,0.37,0.06,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
neutral,3,09041.jpg,0.73,0,0.24,0,0.65,0,0,1.15,1.5,1.91,0.04,0.53,0,0.76,0.73,0.52,0.6,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
neutral,3,09042.jpg,0.73,0,0.3,0,0.31,0,0,0.62,0.6,1.57,0.04,1.3,0.11,0.46,0.23,0.95,0.6,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
neutral,3,09043.jpg,0.05,0,0.3,0.23,0.31,0,0,0.61,0.34,1.76,0.04,1.44,0.32,0.55,0,0.91,0.56,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
neutral,3,09044.jpg,0.55,0,0.19,0.23,0.25,0.46,0,0.23,0.13,1.3,0,1.22,0.79,0.55,0.25,1.01,0.14,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
happiness,1,09045.jpg,0.88,0.28,0.71,0.23,0.3,0.68,0,0.3,0.48,1.35,0.13,1.04,1.01,0.09,0.25,0.58,0.15,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
neutral,3,09046.jpg,1.41,0.36,0.71,0,0.86,1.22,0,0.7,0.99,1.55,0.6,1.77,1.24,0.19,0.44,0.26,0.12,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
happiness,1,09047.jpg,1.11,0.4,1.02,0.25,0.61,0.76,0,1.05,0.86,1.36,0.69,1.97,0.81,0.19,0.66,0.12,0.81,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
